nuc,vac,pox,erl,gvh,mcg
0.568230003446645,0.7106457954772329,1.3573381654628325,0.5685662095981088,3.3196300763564617,0.9666379705193812
0.619856862416596,0.7213706428138335,1.439553323807912,0.5422765987595902,3.0781574410864727,0.9307020551865329
0.5622273390385746,0.6960782311541189,1.413827044780545,0.6045244451341278,3.297975038591239,0.9065097337426556
0.5690861113334692,0.7035821104617297,1.3645481451727728,0.5442065267790189,3.3847076736939985,0.9936500286638295
0.5573125507010669,0.6973349570350343,1.4379939595203313,0.5982483245920289,3.1101691317523064,0.9616946063419128
0.5541827317393252,0.6783648847697196,1.3873156494027854,0.5494213682772133,3.418541355426501,1.0208501162759416
0.5809521333625511,0.7236388374355669,1.4318995539197488,0.5852013194290222,3.111365386384034,0.9123656280646201
0.5744778284797204,0.7076429524555838,1.5053445894393012,0.5423274910133545,3.3666823946930236,0.8949790070559288
0.5790498857026501,0.7433185697708303,1.4497585597908782,0.5933204850428269,3.047904353134217,0.886181497630492
0.568741846385484,0.667201398965087,1.5287060885830932,0.5848215249093222,2.9531934895538905,0.9981334765358244
