nuc,vac,pox,erl,gvh,mcg
0.5521779649736887,0.7025201793387802,1.3378015434817458,0.5757838407160859,3.1015601705480065,1.0790231160107315
0.5849555682383618,0.7188428660676364,1.4880375766843195,0.5547431262759213,3.0947692443695343,0.930912910136596
0.5667512110298664,0.7377033704613489,1.5234001976137628,0.5420906958423972,3.2275893346350655,0.8973493299788022
0.543525937657176,0.7057163605587248,1.420939218782892,0.5526533930770519,3.6905154221703698,0.8995683640683056
0.5564521331261656,0.6651026401730188,1.4856044882035393,0.5747125514460671,3.2441230581791984,0.9755113168843147
0.5803223291921089,0.6914765788461801,1.4696463166628997,0.572229681915106,3.061832877016289,0.967806534954363
0.6347088953486667,0.6960402141037623,1.3980638094000537,0.5763379752078748,2.9761047141259707,0.9439275141322568
0.5592604509271923,0.6916813965672983,1.4340015983055894,0.5933728201809705,3.1816522435283523,0.9548822104210462
0.5527280225383131,0.6726242980156911,1.407381626850736,0.6216685166353515,3.1165585002039293,0.9864383105089921
0.5897005154979725,0.7172304521023458,1.4515522464824042,0.5464983122657954,3.4002742356942375,0.8765452284970037
