nuc,vac,pox,erl,gvh,mcg
0.5755373029161859,0.7180502220293681,1.4036919114342337,0.5459539094261942,3.4049099955331563,0.9273384943318652
0.5680774376452656,0.6809802820176337,1.3921667474120123,0.5903393800023514,3.331022320715089,0.9442508151154463
0.5889391368116035,0.7158877531205199,1.3836548637371826,0.5716798398056427,3.0140163768117976,0.994851806032314
0.5552826943031908,0.6916375227199848,1.4986973004482278,0.5412443987288849,3.4762610210480087,0.9233951646810226
0.5481780256343469,0.7174929407267643,1.3938236357731566,0.6019864467016934,3.0309415268789452,0.9997436373086676
0.5736146776197449,0.648086370629856,1.4636180656089055,0.5688710859129299,3.344685542866329,0.9659395345056055
0.5693017382010317,0.6908692537891234,1.4746338983667882,0.5851334856684822,3.313718232749026,0.8892152085073354
0.5667744480228888,0.7407998746056271,1.3978384293943438,0.5773558007215438,3.2739817581166015,0.9013886233080228
0.5975131446091762,0.7159324320372072,1.4621155685770628,0.5687286691568835,2.944280243622823,0.9548046648444216
0.5523109706940038,0.6587830107562024,1.4255326215130246,0.5760409712774236,3.3986197085052585,0.98478365990069
