mcg,gvh,alm,mit,erl,pox,vac,nuc
1.0335069714012917e-05,1.5761750606523192e-05,0.00017355809218263054,4.4116314913075837e-05,4.019037141024327e+25,0.003737552717493379,0.00037812746714190125,0.0141153116084456
3.4156744082346852e-15,2.413321777788981e-15,2.466674492353297e-14,3.1892784089018464e-15,3.3965051252568886e+31,2.5894293147310754e+52,3.3651747157928737e-14,5.210268146630142e-14
4.171631587800531e-11,5.294332992726118e-11,1.4379059223793003e-10,8.66390550784184e-11,6.168416283279553e+70,2.6017440768046966e-11,5.465343294903138e-10,4.143648655527375e-11
1.166060592902723e-13,1.4399512595846742e-13,2.8796656463852807e-13,1.156692590417475e-13,5.390531197296417e-09,2.687593051457681e+84,6.466493213671358e-13,1.9085659470958167e-13
5.672042314328664e-16,6.278820514373963e-16,7.670934940675372e-15,1.2576824336435412e-15,35630465296286.01,4.826804197295998e+74,7.957238425779301e-15,2.1267656054740538e-15
5.97375589947552e-07,4.961788575971642e-07,2.0355597641534826e-06,6.623194130478943e-07,5.974180221206135e+40,1.5853401813806785e-07,4.101802248376817e-06,6.441506131128241e-05
9.387318998218245e-09,1.0664610937630438e-08,3.9248940672842425e-08,1.0115971986782308e-08,4.8327637647187455e+53,5.888993768167649e-09,1.2437560567732436e-07,7.107321806064937e-08
1.5703767959050504e-12,1.3189224850578193e-12,4.9026198346208245e-12,1.2515646072744594e-12,5.839605275332566e+45,3.198750725862279e+24,1.551974587375923e-11,2.71423140858035e-13
3.395651903127893e-12,3.061866467667582e-12,1.95068603935255e-11,3.994117548747526e-12,0.00017777778427828904,1.8638324352062026e+70,4.258369402027164e-11,8.748924831666833e-12
1.1233366404924474e-06,1.0184746924275005e-06,6.348925658842028e-06,2.066847324844095e-06,576.8010922436714,7.390126521328968e+29,2.932932965719024e-05,5.3278392092850235e-06
