knn,parzen,bayesian,logistic,ensemble
0.4945557284832932,0.5365813880681761,0.4621479941264447,0.3116861219226254,0.48733541704544187
0.5122702307870528,0.5287773386034256,0.4837252301451084,0.3106167747545822,0.528005377848571
0.5698633896960897,0.5449245852187029,0.5329085776677323,0.3439596435604194,0.5685767038961969
0.526894531675038,0.5275262774841033,0.48396885521885513,0.2779666395238614,0.5262434530249173
0.5691558461242244,0.5312373250604134,0.48465531454449434,0.30888361912752155,0.5536187323123077
0.5115004077931377,0.5603544028526048,0.48638498387160584,0.32131708293926725,0.5392699445007709
0.5579533888097956,0.5592322842322843,0.576056119910378,0.33858138429076645,0.5892730010962072
0.4577318262026422,0.5070572352171586,0.46565302563144295,0.32344925858130913,0.48590444732230836
0.4849016414085875,0.5365007481667774,0.4543207099364552,0.28473146837499574,0.5415957031432441
0.5603231671842478,0.5238093414198939,0.514830663970503,0.2977147115179902,0.5574750052365115
0.5374223888157161,0.5662589783314401,0.5040730900305369,0.30769335248791957,0.5500143179307299
0.5428463744197204,0.5454807781594655,0.54311188768646,0.31058075753019876,0.5459373873618926
0.47008513332835067,0.4938453002831526,0.5228434031852466,0.2944280210120183,0.46944409146633614
0.47844859691462405,0.4881628303495312,0.4929398196468324,0.33441607582232585,0.4870208360541552
0.4797212384032036,0.5325674944369483,0.4629774338093523,0.31027956670861395,0.5377428954769372
0.46480393525934327,0.4640777843472411,0.4766997832994605,0.27740004792424944,0.4769961271769884
0.5536442439363043,0.5580582084552488,0.5080223468364944,0.31203206854192256,0.5680107410244373
0.5778650232661444,0.6246250039404526,0.562189091279935,0.33460509985870857,0.6048446759178346
0.5383282913699869,0.581475329695021,0.5310389610389612,0.33801901950583196,0.5604496951855128
0.501767969296824,0.49935998582356145,0.4627106830024287,0.28987407467009974,0.5020710181444784
0.5706712025386905,0.5246726875696457,0.520754963337666,0.3030011702117584,0.5457715459921343
0.5178028296734908,0.5150090726434166,0.47497070422870336,0.3173306602128193,0.49976565015454294
0.47839605968140847,0.4912030537709417,0.47494628081229173,0.2885829918225692,0.47688402169378385
0.48151950613166195,0.5134286883865099,0.49295326448577226,0.3238175802691932,0.5170013055576083
0.5155194130548183,0.5743903301433567,0.5414346414935733,0.32614474548440064,0.5808373991983815
0.4475587696448211,0.5074939696631827,0.44471384869748043,0.2990049192040909,0.4718360961432045
0.5357197177354133,0.5187907929343477,0.49878857759893025,0.26678057931529414,0.5508017777726162
0.5057892018516209,0.529477281694452,0.5139209311391143,0.29933498985914864,0.4891336863206469
0.5326730161646531,0.5668623194891993,0.5264186697688241,0.3514720304700403,0.5589620035558694
0.5837186415607432,0.5761773168224781,0.5276373626373626,0.3348573973192044,0.5748828531139175
0.5118325583442406,0.5460996643712519,0.5158199154666783,0.3496456993413158,0.5185148079826897
0.5432408251065495,0.5734268655103414,0.5248084529444782,0.297025406441266,0.5589737247633864
0.5356905582267844,0.5095479019423017,0.4731255908842115,0.25454586141464375,0.5042152022996872
0.5665793474822962,0.5433781022060553,0.5075206749408234,0.3612452217269774,0.5757308161739826
0.5058297258297257,0.5552005272516184,0.4726981544771019,0.2858232812665364,0.5347579606555265
0.4534911354993015,0.5026308160544786,0.49815920178607376,0.3257110404768707,0.46734922262239575
0.45140814356877235,0.562330014750922,0.5573501511580851,0.3964364834812456,0.4467805907468042
0.5804343548355048,0.541724854791876,0.5490026900386136,0.2932707496159721,0.5729282294563285
0.5023402000947728,0.48543969733783393,0.4213857473882864,0.2522128021820519,0.48303152830374607
0.5276186680228809,0.49703757033874096,0.49351647950650157,0.3000980835769226,0.5282142857142856
0.5168698549029119,0.49942151400702645,0.4596845095997476,0.27771538255289185,0.49145841975176163
0.5025205297846806,0.5490222467972837,0.48319193341915234,0.3707720888333451,0.5522273410049937
0.5160216235393416,0.5877860035975663,0.5555424611108503,0.3073119724646992,0.5939910722965883
0.5786135501924976,0.5883643374423719,0.5377667418707218,0.29275704482539217,0.570461258308885
0.3819340119705002,0.43147064426526704,0.4221790616037996,0.23365387299502247,0.4270418687644383
0.5743783279128364,0.5350419281613282,0.52709476704651,0.2899490691956445,0.5324413144417103
0.5669238839559851,0.5517687402083375,0.5056247082152349,0.3080266568874164,0.5449022375506039
0.4439836186230207,0.49691517767233967,0.4379796110647697,0.3155608060132703,0.4815583196528127
0.515136995776904,0.5684246579330384,0.5124815374077217,0.341565983156105,0.5147938349811536
0.4793840094665506,0.5208528865266615,0.4564727632036577,0.31163537167538075,0.5132005618713811
