knn,parzen,bayesian,logistic,ensemble
0.5880828358633237,0.5805742901571341,0.5105337345581248,0.4037054587575839,0.6032377557710291
0.5679003726110682,0.6361065408854014,0.4121453450763795,0.39825759223019497,0.5972601504498057
0.5831778414195867,0.6478691678691678,0.5448621764118929,0.42827160493827154,0.6155583606460566
0.6482772060251325,0.6480813006578361,0.5473926889787625,0.4056111988190187,0.6788862015177805
0.6117810190381162,0.5899052551684131,0.4940963013594592,0.35839251241036957,0.5868898141311935
0.5756964275979091,0.6262027589896443,0.5366006916580688,0.3848129556725932,0.6171195144724556
0.6003395501281737,0.6176052440206852,0.5560004025764895,0.40168894830659535,0.6095448228773529
0.5170761500008606,0.5692803333862454,0.4631832028745352,0.37848340230897676,0.521937506937507
0.5232668954527517,0.6031091954022988,0.45371848497150474,0.39235906232132645,0.6145327478607733
0.6734454338764684,0.6818134119484023,0.510332358147571,0.45074434431615507,0.6962710747780477
0.6535663193016135,0.6652367471198823,0.5591446412010928,0.4483130411255411,0.6894284954811271
0.5843650793650793,0.6136093346559397,0.5271275102212603,0.3930707869934894,0.5922963202374968
0.524387792572724,0.5789196321103528,0.5552927534633777,0.3878005349428406,0.5848965848965848
0.4493143050978873,0.5952420117224427,0.5116392740007447,0.35809622991563694,0.5552079590638166
0.5194996944996946,0.5885194257331428,0.38957382608611757,0.39948449723792195,0.6359157509157509
0.5831718098597289,0.602005566581215,0.5016527415383655,0.39017749410043673,0.6003756822602055
0.5894926683579217,0.645733044559049,0.5307256013371122,0.3978012260126548,0.6249438742860633
0.6137829273123391,0.6151007917167157,0.5711628649128648,0.4415463727288257,0.6442522974101921
0.5327659389594873,0.60833402525743,0.5340311378329811,0.40844264143668313,0.610429583188204
0.5929127558196274,0.5849170156891602,0.411789945639567,0.38607233660224427,0.5971801949619973
0.6365568306872655,0.6494856948842251,0.42365437373362846,0.44450235266407023,0.6584758024961426
0.5641665336030091,0.6097412783295136,0.5299336503604797,0.38485849056603777,0.5724488173325383
0.5592565929258843,0.5714637282611463,0.5228935839328346,0.39829212454212454,0.5670096466680318
0.5819645920793697,0.5894271911663216,0.5265418196172531,0.36935087719298243,0.5848423423423423
0.5537026440078604,0.5804563115568808,0.562416721735534,0.33773095325726904,0.6173682001268208
0.4743493613304934,0.5544271256889853,0.48148217667578275,0.4118144590301963,0.545879846759931
0.5407626515981472,0.5678671775223499,0.5080506368202047,0.3292335115864528,0.5855240061951472
0.5028393225376531,0.6530670636313138,0.5588843518414055,0.3744462959603001,0.5978032091171352
0.6074465811965812,0.635979020979021,0.4183107333842628,0.456025342546757,0.6500634423048216
0.6277927298389329,0.6787443990091255,0.6010951369758187,0.387241819804845,0.6825041356492969
0.5847839744982423,0.5931283068783069,0.5202016571827893,0.38892590368796265,0.599166601959825
0.6178532578532578,0.6298291925465839,0.5198228100402014,0.3795258194974373,0.6444274794274795
0.671542194351932,0.567317587048126,0.47689400410616073,0.34346548560944845,0.570298633471424
0.5750825460378397,0.6330767422468242,0.5149133695533211,0.4283497536945813,0.6023524729499392
0.5593672400126989,0.5738796559167225,0.43442683287682504,0.3577023138360348,0.5611561355311355
0.5196181274442144,0.5960468040731198,0.45798475669818756,0.42760822510822505,0.6162318326834456
0.580751308275248,0.6334127893036723,0.5737226343196479,0.5371685593812247,0.662719258245934
0.6025640090007907,0.6022853875918438,0.5051257731758549,0.42942126059272523,0.6126516572858036
0.5513083735909824,0.5882294754090459,0.4967367956628177,0.35785953347371846,0.5894419201642922
0.5574131512097614,0.5619414394041259,0.502993655521179,0.3659528081567555,0.5678065619680527
0.5614026305995938,0.6259661432811339,0.4983374605880999,0.3503170137472051,0.6103247792239761
0.5839269436525534,0.6023830041221345,0.4152051465247264,0.4136440206567061,0.6089770876995415
0.6432820512820513,0.6502486207586542,0.6138425016508741,0.3943565062388592,0.6587781062151385
0.6542539852972924,0.6515585839598999,0.5482904693264657,0.4222382133995037,0.6721571889493849
0.4036358082544174,0.48297405846186336,0.45403125264264227,0.28553627181810076,0.4743851992779583
0.6362568620992535,0.6654423963133641,0.5524747853346055,0.3714558629776021,0.6321306908797074
0.6573179839873389,0.6577533118492738,0.5189761904761905,0.4279084830849693,0.635137676937261
0.5422573401124231,0.5660150113021868,0.4907078444154715,0.4275964028311251,0.5452899315147899
0.5376600543814114,0.6478643504719325,0.5328504445256363,0.41034536079317546,0.6003588395851676
0.5742517217129832,0.5936407239819005,0.43391673172001044,0.38614816102947574,0.6123691184445901
