knn,parzen,bayesian,logistic,ensemble
0.5046532634032634,0.5477276071615953,0.4772209379387693,0.40717423532305574,0.5203970240578502
0.5113221311437832,0.5976824935400517,0.47679763873665665,0.4156929474241709,0.5439490949990201
0.623969163002182,0.6140636047560377,0.5315531649113738,0.4071661253458439,0.6603869837953029
0.5871364091003711,0.6057498383968972,0.48179578116365696,0.34866509295857123,0.6069243317069404
0.5915751831381229,0.5518665524100307,0.46630782642224283,0.31908796342532486,0.5824173935230686
0.4945364597451884,0.6073508231606278,0.4727694510300585,0.33801877004338804,0.54821802054155
0.5894653660012099,0.6059336220023155,0.5666254578754579,0.44904950122341425,0.6408814992719103
0.4457614903486463,0.5073927517303962,0.4521662884976706,0.4181416817178406,0.48788067932623636
0.5030300159610505,0.5727616827616827,0.4585013342004346,0.39176846028418355,0.5811181563534504
0.6247129092375273,0.618357843137255,0.5147094845045664,0.4450296599625032,0.6680079565683371
0.5657491064056013,0.6080772660491354,0.49264161737847284,0.3432857495765104,0.5944519806677341
0.5450837207674515,0.5934524511248649,0.5410511118905836,0.35809556680472465,0.5751566331861898
0.46891737891737895,0.5191020124602215,0.5409437806074151,0.3469034233740116,0.48746575113852
0.4889742838278492,0.5119873460165408,0.49855425371729717,0.38277396507892214,0.4991655674729835
0.4956301903292889,0.5638028952358143,0.4412743587672926,0.42658762597984323,0.579683257918552
0.5200005839571057,0.5375851059304008,0.4640639491139492,0.41563206260589086,0.5579183191360612
0.5652550291648883,0.6370749786592917,0.5069013495663028,0.4233817387861033,0.6088264981640662
0.5802872989767528,0.6693962591395197,0.578131589099043,0.3636120652824062,0.6591460867616196
0.5161879205493227,0.5819104483087534,0.5098943225515233,0.37274741148603524,0.5653884890948844
0.5554878069413834,0.531169025876672,0.46139208909370205,0.38791340508806266,0.559033842206012
0.6171352726615884,0.5415873015873016,0.5192405356604619,0.33808496732026144,0.6062660463507019
0.5188843175728423,0.5662703205253541,0.464614615737543,0.3932781649245064,0.5371564875582261
0.47860709430231124,0.52038149908283,0.46447844867199706,0.3671439772023809,0.498584175084175
0.4909749103942652,0.5460401002506265,0.4932536430648312,0.3786190213609569,0.5640409069356437
0.49991090950393274,0.5807392313944038,0.5471574272781006,0.3467231894022011,0.6129277637256361
0.4525141482739105,0.540996496116177,0.4536647000797944,0.3822774146695715,0.5141509856630824
0.5501275899672846,0.5542241506402924,0.49826520091847576,0.2943010033444816,0.5920888023225485
0.5054586563307495,0.5683599542220232,0.5093333131478756,0.3947401299350325,0.4942305309952369
0.571951612045116,0.6046205962059621,0.5198554339337512,0.45874797810128154,0.6060936133388963
0.6001270556069318,0.5978826964189482,0.5007090132090133,0.38627078793218034,0.5876760043222425
0.4862416055852866,0.5642859013921633,0.5320445549304897,0.39564713064713064,0.5008303015516917
0.5711430020700904,0.6126253366163896,0.5086597858804922,0.3345492416150395,0.6114267676767676
0.6085309175292197,0.5304030378223926,0.471007611437412,0.28177479117645376,0.5443818368983931
0.5691331594367549,0.5683711913884327,0.48784643603057926,0.42710490108054733,0.6127983510742132
0.5276709546204085,0.5938013749535489,0.4829206367085237,0.3446833000274284,0.5920536562203229
0.46721181776580306,0.542586809852535,0.4873963941109025,0.3854914133485562,0.4908723787627897
0.4490649043627767,0.5719539716945047,0.5556901495776175,0.514122754639996,0.44445301811264004
0.5846488095238096,0.5704053553036111,0.5459284579890862,0.4350204832599198,0.6192832419993415
0.5635885216933604,0.5631698755444535,0.42309367797083886,0.31907285337613206,0.5699156912909322
0.5217895110045069,0.48014083502574556,0.48378969128246985,0.3366900105708245,0.5302617990542725
0.5517983195025062,0.5690637328772922,0.48306058320028444,0.35189665611937965,0.5801772121852213
0.4912393502099384,0.5669832318892469,0.47464740103766917,0.420142484307448,0.5944707024653834
0.5303383969613867,0.6150223059383364,0.5463412186379929,0.3826192722071967,0.6228597855632739
0.5839277810183978,0.5955710063124776,0.5223096387956169,0.3305899466316551,0.5820443670022912
0.3669426406926407,0.4299822433663897,0.4151973771930032,0.2365591727545815,0.4251221804511278
0.608169388322705,0.5748871626457833,0.5303618356903173,0.3373057373624843,0.5801297933762191
0.6019604706994087,0.6333658008658009,0.5190740542838348,0.44689655172413795,0.6745569090277119
0.42703877912211247,0.5066540131073582,0.42204704704704704,0.37870627456834355,0.48733058608058605
0.5095598472300397,0.6063730580752789,0.5076928397338779,0.4035040250971342,0.5218487335645722
0.47334315412355343,0.5675582281427605,0.45094962551096207,0.35859088827838825,0.5604517704517704
