nuc,vac,pox,erl,mit,gvh,mcg
0.47188033660751644,0.5717949325120513,1.1318903616780513,0.4885935948908646,3.0556304253596953,2.8028766327010777,0.7824757327973921
0.46931476355196,0.5589146760755765,1.114380750019467,0.45966866390563527,3.6769966951058466,2.6598635598755744,0.7609553435632923
0.43962549561273684,0.5347121631751834,1.112677412081644,0.4252526739001331,4.772646615282784,2.5566541714853113,0.7367997598843653
0.4480198471800087,0.5782447146456038,1.1842239370203664,0.46463875335897187,3.403300454692012,2.6205154864354006,0.7866015311106971
0.4511581987028468,0.5584074801300716,1.0724733001712494,0.4584767469392251,3.946524877781037,2.544257086702652,0.8039708046631063
0.4579605949341972,0.566394994182628,1.2177078361368854,0.4718986641119533,3.8216310892158147,2.492336858487725,0.7043769448494556
0.4535983785429091,0.5676146026047968,1.1563657737201931,0.48913519439061004,3.4849634794549114,2.6095256279140124,0.7550765935772403
0.4533481564934563,0.5515907409623146,1.1777982222958252,0.4501704689480688,4.00032919885082,2.559370569936092,0.7366723646048261
0.4722872080999663,0.5536295628876204,1.1565493477541748,0.4556921017254261,3.606047601512026,2.505865226420085,0.8030631729150521
0.4653889123842013,0.5829723829131681,1.1910234308575753,0.4389208763129903,3.6552135754654564,2.5358190943285956,0.7606737291115363
