nuc,vac,pox,erl,mit,gvh,mcg
0.4324980129898278,0.5495097566167944,1.139566021478386,0.4347376609613802,4.43152943294147,2.794269289632667,0.6858858196611906
0.45016953746369326,0.5843048377936867,1.1590051475753076,0.487236031396736,3.689306635956432,2.3686052438504204,0.7704105352986711
0.4725153365925113,0.5849236000446375,1.1766934176921802,0.46580389437505315,3.395090327906979,2.60249545315311,0.7470973476564396
0.4287021622198378,0.5054866675338272,1.0999901237814806,0.4415508095990135,5.23780703755422,2.4209115494695164,0.7492672189397576
0.4730641486026591,0.5585083981225801,1.0926473982657519,0.46349177261542995,3.513085210040322,2.688599523211737,0.7912493925639217
0.4332920865683307,0.5462857770108784,1.1180535062980852,0.43357276839622316,4.470478741538351,2.495966193501795,0.7810557447101398
0.4580075471294912,0.5410730073265528,1.1747050018167782,0.4993486739457195,2.9076646098669436,2.8229989014001977,0.8380766838534691
0.49225199283652454,0.5912149985959866,1.1914940872025703,0.4565027457177542,2.7607197825555185,2.697065991686675,0.8484336562930679
0.4710322866124453,0.586783396668297,1.158565314067831,0.4796580615792497,3.6215154276391957,2.6069514462759167,0.6895979379866901
0.4757356560309569,0.5779354891824241,1.1584720986214123,0.4545255784425347,3.6356860485446854,2.559078616989255,0.7424052342176357
