nuc,vac,pox,erl,mit,gvh,mcg
0.467995435557,0.5636178776532244,1.1415136871764469,0.43395323884857445,4.225715897670563,2.471790214067939,0.7327193508802022
0.45749365018588917,0.5557957737931817,1.1497630472190072,0.4750005442577204,3.7213722365907,2.5266352035858897,0.7658638654275343
0.4585897917006668,0.5618257784914895,1.1737733637212984,0.4646024929444134,3.4619943301075384,2.7277296698792184,0.7536687170929462
0.45488876394192107,0.5941385060044784,1.1565699152484694,0.4782028997319239,3.1604957384212806,2.6429762226827447,0.8008930573829207
0.4543756485064942,0.5762614936499201,1.1468377417634226,0.4661816888923666,3.443064155781622,2.5528080407960725,0.812727376936491
0.44143127490314843,0.5548521969936703,1.1701108838539136,0.4388628316955443,3.80587049915085,2.6238272538473684,0.7961859791741329
0.4389827628652643,0.545265553864509,1.1248754884129286,0.4433529936174047,4.024335487367245,2.827573217091706,0.7361771498489877
0.4585070264401618,0.5554772395635375,1.1367009711145166,0.46260493404263475,4.440670797719133,2.312754592140325,0.7270313090023132
0.46949794193138894,0.5613713251612908,1.1328440682423793,0.4624279666258219,3.7325454228074144,2.6236936060059546,0.7395774097566247
0.4795476593837557,0.5548111245453684,1.1695647774565083,0.47275724394267,3.4540442989507585,2.6262438038384706,0.749372319726092
